ORIGINAL.FILENAME,ORIGINAL.SHORT_NAME,DATASET.LONG_NAME,DATASET.SHORT_NAME,DATASET.PERSISTENT_ID,DATASET.DESCRIPTION,DATASET_POLICY.ACCESS_TYPE,DATASET_POLICY.VIEW_ONLINE,DATASET_CITATION.CREATOR,DATASET_CITATION.RELEASE_DATE_LONG,DATASET_CITATION.VERSION,DATASET_LOCATION_POLICY.BASE_PATH,DATASET_LOCATION_POLICY.TYPE
OCEAN_PRES_DENS_STRAT_snap_1992-01-01T000000_ECCO_V4r4_native_llc0090.nc,ECCO_L4_DENSE_LLC0090GRID_SNAPSHOT_V4R4,"ECCO Ocean Density, Stratification, and Hydrostatic Pressure - Snapshot llc90 Grid (Version 4 release 4)",ECCO_L4_DENSE_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-ODE44,"This dataset provides a snapshot of  ocean density, stratification, and hydrostatic pressure on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/density/snapshot,ARCHIVE-OPEN
OCEAN_PRES_DENS_STRAT_day_mean_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_DENSE_LLC0090GRID_DAILY_V4R4,"ECCO Ocean Density, Stratification, and Hydrostatic Pressure - Daily Mean llc90 Grid (Version 4 release 4)",ECCO_L4_DENSE_LLC0090GRID_DAILY_V4R4,PODAAC-ECL5D-ODE44,"This dataset provides daily average ocean density, stratification, and hydrostatic pressure on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/density/daily,ARCHIVE-OPEN
OCEAN_PRES_DENS_STRAT_mon_mean_1992-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_DENSE_LLC0090GRID_MONTHLY_V4R4,"ECCO Ocean Density, Stratification, and Hydrostatic Pressure - Monthly Mean llc90 Grid (Version 4 release 4)",ECCO_L4_DENSE_LLC0090GRID_MONTHLY_V4R4,PODAAC-ECL5M-ODE44,"This dataset provides monthly average ocean density, stratification, and hydrostatic pressure on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/density/monthly,ARCHIVE-OPEN
MIXED_LAYER_DEPTH_day_mean_1992-01-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_MIXED_LAYER_DEPTH_05DEG_DAILY_V4R4,ECCO Ocean Mixed Layer Depth - Daily Mean 0.5 Degree (Version 4 release 4),ECCO_L4_MIXED_LAYER_DEPTH_05DEG_DAILY_V4R4,PODAAC-ECG5D-OML44,"This dataset provides daily average ocean mixed layer depth interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/mixed_layer_depth/daily,ARCHIVE-OPEN
MIXED_LAYER_DEPTH_mon_mean_1992-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_MIXED_LAYER_DEPTH_05DEG_MONTHLY_V4R4,ECCO Ocean Mixed Layer Depth - Monthly Mean 0.5 Degree (Version 4 release 4),ECCO_L4_MIXED_LAYER_DEPTH_05DEG_MONTHLY_V4R4,PODAAC-ECG5M-OML44,"This dataset provides monthly average ocean mixed layer depth interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/mixed_layer_depth/monthly,ARCHIVE-OPEN
MIXED_LAYER_DEPTH_snap_1992-01-01T000000_ECCO_V4r4_native_llc0090.nc,ECCO_L4_MIXED_LAYER_DEPTH_LLC0090GRID_SNAPSHOT_V4R4,ECCO Ocean Mixed Layer Depth - Snapshot llc90 Grid (Version 4 release 4),ECCO_L4_MIXED_LAYER_DEPTH_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-OML44,"This dataset provides a snapshot of  ocean mixed layer depth on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/mixed_layer_depth/snapshot,ARCHIVE-OPEN
MIXED_LAYER_DEPTH_day_mean_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_MIXED_LAYER_DEPTH_LLC0090GRID_DAILY_V4R4,ECCO Ocean Mixed Layer Depth - Daily Mean llc90 Grid (Version 4 release 4),ECCO_L4_MIXED_LAYER_DEPTH_LLC0090GRID_DAILY_V4R4,PODAAC-ECL5D-OML44,"This dataset provides daily average ocean mixed layer depth on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/mixed_layer_depth/daily,ARCHIVE-OPEN
MIXED_LAYER_DEPTH_mon_mean_1992-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_MIXED_LAYER_DEPTH_LLC0090GRID_MONTHLY_V4R4,ECCO Ocean Mixed Layer Depth - Monthly Mean llc90 Grid (Version 4 release 4),ECCO_L4_MIXED_LAYER_DEPTH_LLC0090GRID_MONTHLY_V4R4,PODAAC-ECL5M-OML44,"This dataset provides monthly average ocean mixed layer depth on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/mixed_layer_depth/monthly,ARCHIVE-OPEN
OCEAN_TEMPERATURE_AND_SALT_day_mean_1992-01-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_OCEAN_TEMP_SALINITY_05DEG_DAILY_V4R4,ECCO Ocean Temperature and Salinity - Daily Mean 0.5 Degree (Version 4 release 4),ECCO_L4_OCEAN_TEMP_SALINITY_05DEG_DAILY_V4R4,PODAAC-ECG5D-OTS44,"This dataset provides daily average ocean temperature and salinity interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/ocean_temp_salinity/daily,ARCHIVE-OPEN
OCEAN_TEMPERATURE_AND_SALT_mon_mean_1992-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_OCEAN_TEMP_SALINITY_05DEG_MONTHLY_V4R4,ECCO Ocean Temperature and Salinity - Monthly Mean 0.5 Degree (Version 4 release 4),ECCO_L4_OCEAN_TEMP_SALINITY_05DEG_MONTHLY_V4R4,PODAAC-ECG5M-OTS44,"This dataset provides monthly average ocean temperature and salinity interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/ocean_temp_salinity/monthly,ARCHIVE-OPEN
OCEAN_TEMPERATURE_AND_SALT_snap_1992-01-01T000000_ECCO_V4r4_native_llc0090.nc,ECCO_L4_OCEAN_TEMP_SALINITY_LLC0090GRID_SNAPSHOT_V4R4,ECCO Ocean Temperature and Salinity - Snapshot llc90 Grid (Version 4 release 4),ECCO_L4_OCEAN_TEMP_SALINITY_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-OTS44,"This dataset provides a snapshot of  ocean temperature and salinity on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/ocean_temp_salinity/snapshot,ARCHIVE-OPEN
OCEAN_TEMPERATURE_AND_SALT_day_mean_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_OCEAN_TEMP_SALINITY_LLC0090GRID_DAILY_V4R4,ECCO Ocean Temperature and Salinity - Daily Mean llc90 Grid (Version 4 release 4),ECCO_L4_OCEAN_TEMP_SALINITY_LLC0090GRID_DAILY_V4R4,PODAAC-ECL5D-OTS44,"This dataset provides daily average ocean temperature and salinity on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/ocean_temp_salinity/daily,ARCHIVE-OPEN
OCEAN_TEMPERATURE_AND_SALT_mon_mean_1992-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_OCEAN_TEMP_SALINITY_LLC0090GRID_MONTHLY_V4R4,ECCO Ocean Temperature and Salinity - Monthly Mean llc90 Grid (Version 4 release 4),ECCO_L4_OCEAN_TEMP_SALINITY_LLC0090GRID_MONTHLY_V4R4,PODAAC-ECL5M-OTS44,"This dataset provides monthly average ocean temperature and salinity on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/ocean_temp_salinity/monthly,ARCHIVE-OPEN
OCEAN_VELOCITY_day_mean_1992-01-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_OCEAN_VEL_05DEG_DAILY_V4R4,ECCO Ocean Velocity - Daily Mean 0.5 Degree (Version 4 release 4),ECCO_L4_OCEAN_VEL_05DEG_DAILY_V4R4,PODAAC-ECG5D-OVE44,"This dataset provides daily average ocean velocity interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/velocity/daily,ARCHIVE-OPEN
OCEAN_VELOCITY_mon_mean_1992-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_OCEAN_VEL_05DEG_MONTHLY_V4R4,ECCO Ocean Velocity - Monthly Mean 0.5 Degree (Version 4 release 4),ECCO_L4_OCEAN_VEL_05DEG_MONTHLY_V4R4,PODAAC-ECG5M-OVE44,"This dataset provides monthly average ocean velocity interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/velocity/monthly,ARCHIVE-OPEN
OCEAN_VELOCITY_snap_1992-01-01T000000_ECCO_V4r4_native_llc0090.nc,ECCO_L4_OCEAN_VEL_LLC0090GRID_SNAPSHOT_V4R4,ECCO Ocean Velocity - Snapshot llc90 Grid (Version 4 release 4),ECCO_L4_OCEAN_VEL_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-OVE44,"This dataset provides a snapshot of  ocean velocity on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/velocity/snapshot,ARCHIVE-OPEN
